organization,abbreviation,type,domain,scope,hq_country,founded,url,pep_url,pep_label
Combined Maritime Forces,CMF,Military alliance,Security & defense,Global,Bahrain,2002,https://combinedmaritimeforces.com,https://combinedmaritimeforces.com/cmf-leadership/,CMF Leadership
Five Power Defence Arrangements,FPDA,Military alliance,Security & defense,Regional,?,1971,https://www.fivepowerdefencearrangements.org,https://www.fivepowerdefencearrangements.org/governance,FPDA Governance
Five Power Defence Arrangements,FPDA,Military alliance,Security & defense,Regional,?,1971,https://www.fivepowerdefencearrangements.org,https://www.fivepowerdefencearrangements.org/commander-iads,Commander IADS
Five Power Defence Arrangements,FPDA,Military alliance,Security & defense,Regional,?,1971,https://www.fivepowerdefencearrangements.org,https://www.fivepowerdefencearrangements.org/chief-of-staff-1,Chief of Staff
Inter-American Defense Board,IADB,Military alliance,Security & defense,Regional,United States,1942,https://www.jid.org,https://jid.org/en/director-general-2/,Director General
Inter-American Defense Board,IADB,Military alliance,Security & defense,Regional,United States,1942,https://www.jid.org,https://jid.org/en/presidente-2/,Chairman (President)
Inter-American Defense Board,IADB,Military alliance,Security & defense,Regional,United States,1942,https://www.jid.org,https://www.jid.org/en/vice-chairman/?lang=en,Vice Chairman
Islamic Military Counter Terrorism Coalition,IMCTC,Military alliance,Security & defense,Regional,Saudi Arabia,2015,https://www.imctc.org,https://www.imctc.org/en/AboutUs/theMilitaryCommander/Pages/default.aspx,Military Commander
NATO Parliamentary Assembly,NATO PA,Military alliance,Security & defense,Regional,Belgium,1955,https://www.nato-pa.int,https://www.nato-pa.int/content/assembly-structure,Assembly Structure
NATO Parliamentary Assembly,NATO PA,Military alliance,Security & defense,Regional,Belgium,1955,https://www.nato-pa.int,https://www.nato-pa.int/content/secretary-general-1,Secretary General
NATO Parliamentary Assembly,NATO PA,Military alliance,Security & defense,Regional,Belgium,1955,https://www.nato-pa.int,https://www.nato-pa.int/content/international-secretariat,International Secretariat
NATO Support and Procurement Agency,NSPA,Military alliance,Security & defense,Regional,Luxembourg,2012,https://www.nspa.nato.int,https://www.nspa.nato.int/about/leadership,Meet the Team
NATO Support and Procurement Agency,NSPA,Military alliance,Security & defense,Regional,Luxembourg,2012,https://www.nspa.nato.int,https://www.nspa.nato.int/about/leadership/nspa-general-manager,General Manager
North Atlantic Treaty Organisation,NATO,Military alliance,Security & defense,Regional,Belgium,1949,https://www.nato.int,https://www.nato.int/cps/in/natohq/who_is_who.htm,Who's who
North Atlantic Treaty Organisation,NATO,Military alliance,Security & defense,Regional,Belgium,1949,https://www.nato.int,https://www.nato.int/en/about-us/organization/nato-structure/nato-secretary-general,Secretary General
International Council of Museums,ICOM,Professional/NGO association,Education & culture,Global,France,1946,https://icom.museum,https://icom.museum/en/about-us/executive-board/,Executive Board
International Council of Museums,ICOM,Professional/NGO association,Education & culture,Global,France,1946,https://icom.museum,https://icom.museum/en/about-us/general-secretariat/,General Secretariat
International Council on Archives,ICA,Professional/NGO association,Education & culture,Global,France,1948,https://www.ica.org,https://www.ica.org/en/the-international-council-on-archives/governance,Governance
International Council on Archives,ICA,Professional/NGO association,Education & culture,Global,France,1948,https://www.ica.org,https://www.ica.org/en/about-executive-board,Executive Board
International Council on Archives,ICA,Professional/NGO association,Education & culture,Global,France,1948,https://www.ica.org,https://ica.org/en/governance-2/ica-leadership,ICA Leadership
International Federation of Library Associations and Institutions,IFLA,Professional/NGO association,Education & culture,Global,Netherlands,1927,https://www.ifla.org,https://www.ifla.org/units/governing-board/,Governing Board
International Federation of Library Associations and Institutions,IFLA,Professional/NGO association,Education & culture,Global,Netherlands,1927,https://www.ifla.org,https://www.ifla.org/governance-structure/,Governance structure
International Federation of Library Associations and Institutions,IFLA,Professional/NGO association,Education & culture,Global,Netherlands,1927,https://www.ifla.org,https://www.ifla.org/board-composition-and-functions/,Board composition
Forest Stewardship Council,FSC,Professional/NGO association,Environment,Global,Germany,1993,https://fsc.org,https://fsc.org/en/governance-strategy/board-of-directors,Board of Directors
International Union for Conservation of Nature,IUCN,Professional/NGO association,Environment,Global,Switzerland,1948,https://iucn.org,https://iucn.org/about-iucn/iucn-governance/iucn-president-and-council,President and Council
International Union for Conservation of Nature,IUCN,Professional/NGO association,Environment,Global,Switzerland,1948,https://iucn.org,https://www.iucn.org/about/senior-management/leadership-team,Secretariat leadership team
International Union for Conservation of Nature,IUCN,Professional/NGO association,Environment,Global,Switzerland,1948,https://iucn.org,https://iucn.org/about-iucn/iucn-governance,IUCN governance
Marine Stewardship Council,MSC,Professional/NGO association,Environment,Global,United Kingdom,1997,https://www.msc.org,https://www.msc.org/about-us/governance/structure/board-of-trustees,Board of Trustees
Marine Stewardship Council,MSC,Professional/NGO association,Environment,Global,United Kingdom,1997,https://www.msc.org,https://www.msc.org/about-the-msc/who-we-are/our-executive-committee,Executive Committee
WWF International,WWF,Professional/NGO association,Environment,Global,Switzerland,1961,https://www.worldwildlife.org,https://www.worldwildlife.org/about/board-and-council/,Board of Directors
WWF International,WWF,Professional/NGO association,Environment,Global,Switzerland,1961,https://www.worldwildlife.org,https://www.worldwildlife.org/about/leadership-team/,Leadership Team
Extractive Industries Transparency Initiative,EITI,Professional/NGO association,Finance & development,Global,Norway,2003,https://eiti.org,https://eiti.org/eiti-board,EITI Board
Extractive Industries Transparency Initiative,EITI,Professional/NGO association,Finance & development,Global,Norway,2003,https://eiti.org,https://eiti.org/international-secretariat,International Secretariat
Extractive Industries Transparency Initiative,EITI,Professional/NGO association,Finance & development,Global,Norway,2003,https://eiti.org,https://eiti.org/governance,Governance
International Organisation of Supreme Audit Institutions,INTOSAI,Professional/NGO association,Finance & development,Global,Austria,1953,https://www.intosai.org,https://www.intosai.org/about-us/organs/governing-board,Governing Board
International Organisation of Supreme Audit Institutions,INTOSAI,Professional/NGO association,Finance & development,Global,Austria,1953,https://www.intosai.org,https://www.intosai.org/about-us/organs/general-secretariat.html,General Secretariat
World Economic Forum,WEF,Professional/NGO association,Finance & development,Global,Switzerland,1971,https://www.weforum.org,https://www.weforum.org/about/leadership-and-governance/,Leadership and Governance
Inter-Parliamentary Union,IPU,Professional/NGO association,General,Global,Switzerland,1889,https://www.ipu.org,https://www.ipu.org/about-ipu/structure-and-governance/executive-committee,Executive Committee
Inter-Parliamentary Union,IPU,Professional/NGO association,General,Global,Switzerland,1889,https://www.ipu.org,https://www.ipu.org/about-ipu/structure-and-governance/secretary-general,Secretary General
Inter-Parliamentary Union,IPU,Professional/NGO association,General,Global,Switzerland,1889,https://www.ipu.org,https://www.ipu.org/about-ipu/structure-and-governance,Structure and governance
Parliamentary Assembly of the Mediterranean,PAM,Professional/NGO association,General,Regional,San Marino,2005,https://pam.int,https://pam.int/the-assembly/secretariat,Secretariat
Parliamentary Assembly of the Mediterranean,PAM,Professional/NGO association,General,Regional,San Marino,2005,https://pam.int,https://pam.int/the-assembly/,The Assembly
Drugs for Neglected Diseases initiative,DNDi,Professional/NGO association,Health,Global,Switzerland,2003,https://www.dndi.org,https://dndi.org/our-people/our-governance/,Our governance
Drugs for Neglected Diseases initiative,DNDi,Professional/NGO association,Health,Global,Switzerland,2003,https://www.dndi.org,https://dndi.org/our-people/our-leadership/,Our leadership
International Council of Nurses,ICN,Professional/NGO association,Health,Global,Switzerland,1899,https://www.icn.ch,https://www.icn.ch/who-we-are/organization/board-directors,Board of Directors
International Council of Nurses,ICN,Professional/NGO association,Health,Global,Switzerland,1899,https://www.icn.ch,https://www.icn.ch/who-we-are/organization,Organization governance
International Council of Nurses,ICN,Professional/NGO association,Health,Global,Switzerland,1899,https://www.icn.ch,https://www.icn.ch/who-we-are/council-national-nursing-association-representatives-cnr,Governing Council (CNR)
International Federation of Pharmaceutical Manufacturers and Associations,IFPMA,Professional/NGO association,Health,Global,Switzerland,1968,https://www.ifpma.org,https://www.ifpma.org/who-we-are/our-governance-and-leadership/,Governance and leadership
International Federation on Ageing,IFA,Professional/NGO association,Health,Global,Canada,1973,https://ifa.ngo,https://ifa.ngo/about-us/board-of-directors/,Board of Directors
International Federation on Ageing,IFA,Professional/NGO association,Health,Global,Canada,1973,https://ifa.ngo,https://ifa.ngo/about-us/governance/,Governance
International Federation on Ageing,IFA,Professional/NGO association,Health,Global,Canada,1973,https://ifa.ngo,https://ifa.ngo/about-us/secretariat/,Secretariat staff
International Pharmaceutical Federation,FIP,Professional/NGO association,Health,Global,Netherlands,1912,https://www.fip.org,https://www.fip.org/fip-council,FIP Council
International Pharmaceutical Federation,FIP,Professional/NGO association,Health,Global,Netherlands,1912,https://www.fip.org,https://www.fip.org/structure-and-statutes,Structure and statutes
International Planned Parenthood Federation,IPPF,Professional/NGO association,Health,Global,United Kingdom,1952,https://www.ippf.org,https://www.ippf.org/board-of-trustees,Board of Trustees
International Planned Parenthood Federation,IPPF,Professional/NGO association,Health,Global,United Kingdom,1952,https://www.ippf.org,https://www.ippf.org/about-us/accountability/governance,Governance
RBM Partnership to End Malaria,RBM,Professional/NGO association,Health,Global,Switzerland,1998,https://endmalaria.org,https://endmalaria.org/about-us/governance/board,Partnership Board
RBM Partnership to End Malaria,RBM,Professional/NGO association,Health,Global,Switzerland,1998,https://endmalaria.org,https://endmalaria.org/about-us/governance/secretariat,Secretariat
RBM Partnership to End Malaria,RBM,Professional/NGO association,Health,Global,Switzerland,1998,https://endmalaria.org,https://endmalaria.org/about-us/rbm-partnership-end-malaria-governance,Governance
Stop TB Partnership,Stop TB,Professional/NGO association,Health,Global,Switzerland,2001,https://www.stoptb.org,https://www.stoptb.org/who-we-are/board/board-members,Board members
Stop TB Partnership,Stop TB,Professional/NGO association,Health,Global,Switzerland,2001,https://www.stoptb.org,https://www.stoptb.org/who-we-are/board,The board
Stop TB Partnership,Stop TB,Professional/NGO association,Health,Global,Switzerland,2001,https://www.stoptb.org,https://www.stoptb.org/who-we-are/board/board-committees/executive-committee,Executive Committee
Unitaid,Unitaid,Professional/NGO association,Health,Global,Switzerland,2006,https://www.unitaid.org,https://unitaid.org/executive-board/,Executive Board
Unitaid,Unitaid,Professional/NGO association,Health,Global,Switzerland,2006,https://www.unitaid.org,https://unitaid.org/our-organization/,Our organization
World Medical Association,WMA,Professional/NGO association,Health,Global,France,1947,https://www.wma.net,https://www.wma.net/who-we-are/leaders/,Leaders
World Medical Association,WMA,Professional/NGO association,Health,Global,France,1947,https://www.wma.net,https://www.wma.net/who-we-are/structure/,Structure
